Batch_size,Learning_rate,Num_epochs,Num_folds,Momentum,Dropout,Accuracy,Precision,Recall,F1_Score
16,0.01,10,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
16,0.01,20,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
16,0.01,30,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
32,0.01,10,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
32,0.01,20,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
32,0.01,30,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
64,0.01,10,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
64,0.01,20,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
64,0.01,30,5,0.9,0.1,0.336442162795609,0.3632102922125336,0.5658730258775971,0.4424041681983733
